,MONTH,LAT_0hr,LONG_0hr,STORM_SPEED_0hr,STORM_DIR_0hr,LAT_60hr,LONG_60hr,STORM_SPEED_60hr,STORM_DIR_60hr,34kn_pop,34kn_assets,64kn_pop,64kn_assets,96kn_pop,96kn_assets,mag_0hr,ang_0hr,mag_60hr,ang_60hr,dist_0hr,dist_60hr,EP,NI,SA,SI,SP,WP,34kn_pop_qz,34kn_asset_qz
2073,7,15.9007,128.908,19,281,18.8406,115.944,8,339,15634504,468000000000.0,0,0.0,0,0.0,1020.0456090850124,91.23601988333729,1615.8115972054195,91.37463947732499,4.93315761615468,2.0178431182391257,0,0,0,0,0,1,1,1
2074,8,20.2125,133.577,4,62,22.9247,131.586,12,277,13066616,274000000000.0,0,0.0,0,0.0,898.1121988827832,90.5247373743889,714.2386884589109,89.9049851151456,2.514937689314787,1.5866179498140072,0,0,0,0,0,1,1,1
2075,8,19.4228,140.69,8,53,27.8184,135.052,9,328,8194,1220940667.0,0,0.0,0,0.0,754.0523566046622,89.59977403562752,1257.0200073729186,89.66665535643413,4.342484829709819,4.163396715142201,0,0,0,0,0,1,0,0
2077,8,19.935,150.97,4,223,25.4457,148.215,15,331,15512405,1850000000000.0,258,57497784.0,0,0.0,1580.0616234320166,88.9294348819695,2030.3784114186597,88.93487098198065,5.28393775265086,5.870340863404509,0,0,0,0,0,1,1,1
2078,8,12.3103,-90.7424,13,279,13.9817,-102.4,10,291,486613,7243129178.0,66721,2035091226.0,0,0.0,161.13104651257325,90.19588732540578,714.3760122984124,89.03367895363559,1.5286918829299807,3.543169419780549,1,0,0,0,0,0,0,0
2079,9,19.455,88.605,4,285,23.5287,85.6538,7,303,181,16414385.0,0,0.0,0,0.0,852.8208334129274,89.51692425197363,919.5897231322052,89.50473355141487,1.9887786241874772,0.0,0,1,0,0,0,0,0,0
2080,9,16.2325,118.18,4,105,19.7208,110.366,17,274,2062074,36927120866.0,0,0.0,0,0.0,2149.47863879811,91.39728846238609,2206.9941833925745,91.38534674918931,1.572363601839274,0.0,0,0,0,0,0,1,0,0
2081,9,14.2854,128.99,14,305,19.8624,116.217,9,278,70672454,1650000000000.0,5372450,165000000000.0,0,0.0,973.8140670194513,91.40301612869645,1605.3792669671107,91.30528549376218,4.056662331735913,0.9784246471880172,0,0,0,0,0,1,1,1
2082,9,14.3102,127.836,12,271,15.7311,113.977,8,275,5064,107120644.0,0,0.0,0,0.0,1097.3632120603459,91.41957862421332,1811.698303301429,88.43716986320177,3.1251028094910693,1.54713582556834,0,0,0,0,0,1,0,0
2083,9,9.92004,147.21,6,270,8.09057,137.817,7,292,8325918,197000000000.0,0,0.0,0,0.0,1061.8044131413812,91.27339303846294,1109.5814967994963,90.72608121279747,1.8777131325069292,0.3729635783679106,0,0,0,0,0,1,1,1
2084,9,15.4525,-103.787,6,280,18.7998,-114.665,11,259,188,17626021.0,0,0.0,0,0.0,1381.5683027149082,91.44268827818402,1884.515779095572,91.51666510824097,2.806922996023403,0.4157523683756965,1,0,0,0,0,0,0,0
2085,9,7.82513,163.265,15,313,13.7457,152.865,8,297,63379331,7360000000000.0,8284638,1070000000000.0,0,0.0,2826.4940337169237,91.37804367654657,2369.7680323206273,91.47450479598814,2.4620197833668995,5.006306482868385,0,0,0,0,0,1,1,1
2086,10,12.0309,152.024,12,292,16.2141,136.204,15,271,27848,441589315.0,0,0.0,0,0.0,1538.0270371692236,91.51790269014957,566.4743273338421,88.49489973454939,3.2670058023532813,4.211594212487359,0,0,0,0,0,1,0,0
2088,12,-10.5354,172.825,15,110,-17.8088,177.844,11,140,773503,2896374461.0,483106,1828289572.0,0,0.0,3623.707999782271,88.48768719094855,4098.911526322209,91.49528558755885,3.074908882328854,0.0,0,0,0,0,1,0,0,0
2089,1,-12.5478,158.562,35,240,-16.54,146.266,6,191,7405,769011456.0,0,0.0,0,0.0,2057.2644328810784,91.56723893875385,749.3026967106582,91.33538761408079,1.7217004020505273,0.2893911970965986,0,0,0,0,1,0,0,0
2090,1,-13.7934,-175.178,15,90,-19.9662,-163.553,5,86,8677,0.0,0,0.0,0,0.0,4890.394824190769,88.43337486523951,6035.598241587497,88.44591039664837,1.073646208619955,1.878891026768981,0,0,0,0,1,0,0,0
2091,2,-11.3675,185.612,13,128,-12.8175,193.686,3,193,77470,0.0,0,0.0,0,0.0,5000.912217142902,88.45338869416479,5847.582110163908,88.46764453163036,6.027347688269201,14.085392198795502,0,0,0,0,1,0,0,0
2092,3,-18.6375,49.6525,1,223,-20.3501,50.1536,6,250,1867754,573098941.0,0,0.0,0,0.0,4327.022906758511,88.5693575892271,3908.900959009238,88.56939979124408,0.38633376730379154,1.382848685438862,0,0,0,1,0,0,0,0
2093,3,-14.5425,167.9,2,297,-13.3562,163.961,6,306,179865,20574307493.0,42035,5545040157.0,0,0.0,3064.1889448147053,91.49804194918545,2647.894300207168,88.4922367065455,0.1693475925574425,2.5767159351338793,0,0,0,0,1,0,0,0
2094,3,-8.64516,137.523,9,251,-10.8,136.5,6,185,20282,1486847473.0,2228,172230771.0,0,0.0,468.79699779232664,90.49760244811887,536.0138917089715,90.62227736115045,0.2473076074547658,0.3144970531181592,0,0,0,0,1,0,0,0
2095,5,9.31508,56.795,5,79,9.37744,56.5849,4,334,43949,1317654.0,0,0.0,0,0.0,3077.843508566134,88.53396160048626,2765.746458290237,88.67402356803713,3.9329081751764825,3.7638607548752376,0,1,0,0,0,0,0,0
2096,5,10.1825,90.0702,10,315,13.9137,81.4675,4,352,42391055,210000000000.0,0,0.0,0,0.0,612.8630133226069,91.19267807109098,171.62451548374932,90.06979270246006,2.294146344020796,1.2175720262235066,0,1,0,0,0,0,1,1
2097,5,-20.29,35.2976,4,62,-22.3472,41.4581,8,122,266070,78236476.0,0,0.0,0,0.0,5828.390911586386,88.56265136121779,4807.716597551033,88.58599196156666,0.4923961938164787,1.065239107245409,0,0,0,1,0,0,0,0
2098,5,14.465,64.8525,3,289,17.5462,60.8712,5,293,2343369,15248323697.0,0,0.0,0,0.0,2172.802763287803,91.46103151690073,2190.4643497993306,91.47436468129783,7.868896940182274,3.3557366160163706,0,1,0,0,0,0,0,0
2100,7,12.0827,137.103,11,297,14.257,125.654,16,271,5865357,142000000000.0,2030008,44133242524.0,0,0.0,112.08283745928838,89.16067540765306,588.8062355079761,88.7260996593786,2.669089044950168,1.2989991573026483,0,0,0,0,0,1,1,1
2101,7,15.4425,123.15,4,322,16.0974,116.401,8,344,41620569,961000000000.0,9500931,215000000000.0,0,0.0,1612.0048063620516,91.39195214005261,1551.1230634552378,91.55485399624283,0.7565818815283686,3.3495090043552698,0,0,0,0,0,1,1,1
2103,8,19.7526,126.205,8,278,23.92,125.139,8,15,2014462,341000000000.0,0,0.0,0,0.0,1439.9704493223442,91.03238860046547,1007.6496164685997,90.62201098400207,4.050040772087609,0.795802275310265,0,0,0,0,0,1,0,0
2104,8,16.9351,118.285,7,235,16.4804,109.557,10,296,1738918,36773730649.0,0,0.0,0,0.0,2148.1915614631616,91.36182595367316,2280.2834598788263,91.5420361881146,1.6175130065384369,1.0919727046904666,0,0,0,0,0,1,0,0
2106,8,14.6325,118.195,4,327,20.3369,116.251,3,30,24489913,512000000000.0,0,0.0,0,0.0,2134.3002113932507,91.47695084340504,1612.3168619012035,91.27482863124999,1.8249763425932415,0.586924683386204,0,0,0,0,0,1,1,1
2107,8,25.0951,124.233,5,316,24.9552,119.453,6,241,255954,6702829574.0,0,0.0,0,0.0,1906.8406756410764,90.83662990332361,1496.699617233402,90.90027583645582,0.49640387106165895,0.026672913320444722,0,0,0,0,0,1,0,0
2108,8,12.195,145.42,10,324,22.3079,133.693,18,294,4210618,666000000000.0,0,0.0,0,0.0,820.9724890993534,91.49340267378665,712.2887432526296,89.59263222278076,1.2591829246277115,3.0420568942693897,0,0,0,0,0,1,1,1
2109,9,15.049,-94.2791,6,316,21.8,-95.1,12,346,101929,2208199120.0,0,0.0,0,0.0,371.9922941676041,91.20558684451115,433.44666584177077,89.59000227242949,0.9800500142283584,2.1287682814059496,1,0,0,0,0,0,0,0
2110,9,23.5225,124.778,7,187,20.9594,119.285,5,18,29676572,626000000000.0,5187781,98271738438.0,0,0.0,1768.2636354183871,90.88400395274753,1328.8507238049008,91.15795284959451,0.9773668122961879,1.7245665393092264,0,0,0,0,0,1,1,1
2113,9,16.8406,136.516,18,283,21.1893,127.686,3,26,42626875,924000000000.0,6847755,150000000000.0,0,0.0,450.0636177300584,90.32395976573324,637.1010220023851,90.54501020491782,3.60882338853774,4.161983521718585,0,0,0,0,0,1,1,1
2115,9,19.87,-108.478,4,335,28.3,-111.1,9,0,820285,12936826483.0,0,0.0,0,0.0,1955.0088991189725,91.23636059504099,1769.5627550353463,90.93814236235774,2.3892985472043997,0.0,1,0,0,0,0,0,0,0
2118,10,12.6475,144.662,7,262,12.3831,139.653,8,307,26102330,537000000000.0,1401608,27353646815.0,0,0.0,735.8010902315285,91.551300171383,1009.7485300488784,91.19156910025987,0.5868791805107755,2.2934201364566857,0,0,0,0,0,1,1,1
2119,10,17.4379,89.4622,10,270,18.9373,84.188,5,270,16423651,69113263962.0,0,0.0,0,0.0,736.4358421351072,89.27016109254897,457.49508657068424,89.30077510160301,3.9425133882107497,0.0,0,1,0,0,0,0,1,1
2120,10,16.163,145.737,15,262,16.3764,135.616,11,246,8194,1220940667.0,8194,1220940667.0,0,0.0,916.9963916939599,88.83579219892066,505.02207614822913,88.537309452453,0.17398861864214105,4.075346156740182,0,0,0,0,0,1,0,0
2121,10,16.8075,92.4376,4,305,18.86,92.8963,7,40,549740,1857403773.0,0,0.0,0,0.0,947.2126519848573,88.96783054419959,1270.3794487017478,88.70723050383187,1.8131000146591385,0.5383134951327226,0,1,0,0,0,0,0,0
2124,10,6.07261,103.99,10,253,8.29241,93.6,8,270,17506265,78764032476.0,0,0.0,0,0.0,3784.122484860615,88.62459018342793,4131.442019492964,88.62945674009015,0.9351474357650754,0.07723150293112337,0,0,0,0,0,1,1,1
2125,11,14.3025,111.765,2,153,13.5999,111.097,5,329,299351,1736731537.0,0,0.0,0,0.0,2825.722746213287,91.512551878555,2143.833849707159,88.54306547708548,1.583108007752472,1.7216028200517053,0,0,0,0,0,1,0,0
2126,12,-14.4796,132.852,0,0,-17.15,122.24,27,245,12740,172535837.0,0,0.0,0,0.0,4641.963099116012,91.53568481694474,3779.033847070531,91.51496290633497,0.0,0.01347421493482636,0,0,0,1,0,0,0,0
2127,1,-17.185,169.568,4,55,-19.1808,169.132,3,223,202331,11464855669.0,0,0.0,0,0.0,3252.7704779588776,91.4150466990687,3179.908507376448,91.42771187874432,0.9426949195174565,0.18535270196303916,0,0,0,0,1,0,0,0
2128,1,-13.265,181.975,4,121,-11.8293,188.318,10,55,77470,0.0,18511,0.0,0,0.0,4587.666008354117,91.55227929004575,5289.384191592576,88.49202410165935,3.494543665328704,8.748428290634441,0,0,0,0,1,0,0,0
2129,1,-15.7801,129.253,6,44,-14.4652,128.862,7,265,64493,3160416582.0,0,0.0,0,0.0,4248.696230979087,91.49959124641417,4510.576849142348,88.44602087008148,0.0,0.3133968378477991,0,0,0,1,0,0,0,0
2130,1,-15.5881,147.218,12,80,-19.5662,160.789,2,243,171053,18944331646.0,18539,2555924313.0,0,0.0,883.5142097847261,91.18317114332751,2312.7283154062725,91.35573895326442,1.1070787570611254,1.7974792315643044,0,0,0,0,1,0,0,0
2131,1,-12.9973,179.53,6,289,-13.5624,166.813,16,264,405724,36497547418.0,62113,9596426529.0,30439,4401878239.0,4325.698550766244,91.55784903490665,2951.973170490118,88.4781700969962,2.223619593899324,0.16499094062705094,0,0,0,0,1,0,0,0
2132,2,-10.635,61.8025,4,256,-13.6862,55.4487,5,265,4667184,1509677722.0,1177948,382685311.0,23515,4393006.0,3060.3095483947577,91.48774215685081,3382.6976074408813,91.52351587887144,5.0978891546914795,2.3870310407843482,0,0,0,1,0,0,1,1
2133,2,-14.0,132.0,4,319,-12.4326,130.95,2,164,166397,10704036897.0,7961,583045600.0,0,0.0,4554.086382475781,91.54633987022466,4765.238215348561,88.49123420949532,0.0,0.0,0,0,0,1,0,0,0,0
2134,2,-13.9427,171.512,9,142,-16.2,169.033,3,212,179666,622302553.0,0,0.0,0,0.0,3454.2930197447918,91.52499546113894,3169.184073009767,91.52701265096272,2.4331640197128053,0.727827262490888,0,0,0,0,1,0,0,0
2135,3,-19.895,-39.0574,3,197,-19.4425,-40.2075,3,0,1970649,12626362988.0,0,0.0,0,0.0,444.2235419961282,89.6583885594893,669.502602923466,89.19410545814061,0.8053737160474029,0.0,0,0,1,0,0,0,0,0
2136,5,10.82,128.99,6,351,14.8144,123.354,8,320,1114127,95396013847.0,0,0.0,0,0.0,989.7850542660843,88.64618711749472,817.9333443487351,88.56743272866477,2.9952516283452826,0.46071364469157694,0,0,0,0,0,1,0,0
2137,5,8.30877,141.38,4,282,10.0175,136.205,8,300,2064286,254000000000.0,1305803,116000000000.0,98221,10277610641.0,611.7643029083856,90.66423770831688,838.33522186125,90.7354573068408,0.9750670577437215,1.9172912663330466,0,0,0,0,0,1,0,0
2138,6,18.1925,70.105,4,62,20.4824,71.0413,8,311,324223,2620193569.0,0,0.0,0,0.0,1695.7964789222308,91.18804335990052,1197.8657684069583,91.12578734517719,2.5989142751681915,0.2262469234663794,0,1,0,0,0,0,0,0
2139,6,8.27999,129.13,8,23,16.3711,124.392,9,341,10947152,260000000000.0,0,0.0,0,0.0,1070.38831158805,88.90421144477097,698.4614029287325,91.49349985266963,2.6218139876734217,1.993212002151301,0,0,0,0,0,1,1,1
2140,6,21.5,89.0,2,0,23.0,86.5,5,257,37642023,134000000000.0,187693,987446223.0,0,0.0,1057.6567147052945,89.57617939089292,923.7348616184129,89.39439457771597,0.09950080792636685,0.0,0,1,0,0,0,0,1,1
2141,6,12.5426,-97.6499,9,289,18.8,-104.4,11,298,3060360,63705130231.0,786235,12860729590.0,0,0.0,728.0098724760395,88.61872643530094,805.3121295013236,91.44385475032985,3.2773447444506054,0.22815150782977847,1,0,0,0,0,0,1,1
2142,6,11.2817,132.947,9,285,17.4563,126.951,11,334,87488,10942259901.0,40182,4289476764.0,0,0.0,559.526681924543,88.72405505155875,452.27189159230477,91.18912400764532,3.650496743084158,4.280307119410119,0,0,0,0,0,1,0,0
2143,7,18.035,158.392,2,27,19.7516,150.699,13,274,24812183,3000000000000.0,24678,3885826816.0,0,0.0,2263.1752588890354,88.6800078603993,2128.267258820493,88.62311910042138,7.417189620177783,5.093809946009593,0,0,0,0,0,1,1,1
2145,7,12.3675,129.263,5,282,14.7293,122.898,6,319,7559808,173000000000.0,0,0.0,0,0.0,936.1538914842405,88.47701067880804,867.754335576398,88.5700831392589,3.669213928228363,0.00017046113926692328,0,0,0,0,0,1,1,1
2146,7,9.24564,143.588,18,286,12.9906,133.932,6,16,3128271,99477359879.0,0,0.0,0,0.0,728.0495072627509,91.01644680995028,441.2190872663755,90.8097031035131,1.1381797014250543,4.962178706501515,0,0,0,0,0,1,1,1
2148,8,12.2475,128.66,7,338,15.9325,127.133,2,308,10365574,72613089109.0,1458424,12356351915.0,149856,1562230457.0,1002.4000221762934,88.48686972408318,404.3169351454982,91.55321236706624,3.0777566296556014,3.3836867543661553,0,0,0,0,0,1,1,1
2150,8,15.4767,142.188,10,296,21.7331,139.913,7,1,6846261,944000000000.0,0,0.0,0,0.0,544.0850142964493,88.98850334712122,1115.8970127102748,89.00692679115457,3.1658009403537983,2.9196219041187375,0,0,0,0,0,1,1,1
2155,9,20.2955,144.015,9,264,21.6442,136.235,5,60,65597303,7750000000000.0,39665893,4260000000000.0,2797695,314000000000.0,1017.8925645858309,89.31537492934079,808.7005210097516,89.25570290795493,0.9049681162670875,1.2259253326875221,0,0,0,0,0,1,1,1
2157,9,13.55,-96.2224,4,327,16.3923,-103.07,9,298,3040677,43392746500.0,56,86568.0,0,0.0,560.5725047271492,88.47943363369085,679.7818979059571,88.65591913309301,2.107563434887073,1.707234889099036,1,0,0,0,0,0,1,1
2158,9,12.8642,139.077,6,289,14.8157,127.607,12,282,20720713,480000000000.0,2611054,57916923050.0,0,0.0,130.13123464494404,88.49961645545113,370.79334227184853,88.73679434611213,2.8451277497688916,3.296193539883849,0,0,0,0,0,1,1,1
2159,9,18.2601,138.878,7,294,18.0154,133.668,11,259,3348265,84190977265.0,0,0.0,0,0.0,582.2963883054258,89.819796902332,366.14567950928847,89.09179004902488,3.5296578778483596,3.411469871351052,0,0,0,0,0,1,1,1
2160,10,9.83262,-103.25,9,289,15.345,-110.565,4,347,8112137,131000000000.0,341393,10307317768.0,0,0.0,1394.0586379190922,88.74415293666434,1486.380267411967,88.60833614910425,5.970196917373578,3.3858516729059454,1,0,0,0,0,0,1,1
2161,10,9.88509,-92.1,9,297,10.835,-95.8,2,63,1801,63586648.0,0,0.0,0,0.0,431.11083681512736,89.73627879530711,729.2467097216817,90.14531160200073,4.140712838502326,4.847757299378034,1,0,0,0,0,0,0,0
2162,10,8.1151,135.895,8,280,10.2666,125.592,14,306,7551289,64981497240.0,0,0.0,0,0.0,543.3995918577067,89.59774488700076,821.3198763279685,89.24006405806612,1.1682836454294991,0.0,0,0,0,0,0,1,1,1
2163,10,15.3475,89.365,4,316,21.395,92.3283,7,56,231698,703526118.0,0,0.0,0,0.0,587.5103589761444,89.0267497310007,1297.6749466747103,88.91745380561225,3.945893549124838,0.0,0,1,0,0,0,0,0,0
2165,10,13.0005,61.3875,10,270,15.9998,56.8011,4,262,252682,5367033488.0,0,0.0,0,0.0,2544.0297525665255,91.53935175653332,2625.685554638623,91.5530902020437,6.751604937499531,1.5607208470581788,0,1,0,0,0,0,0,0
2166,12,3.90766,155.2,17,306,6.23863,138.539,16,291,20267505,194000000000.0,1276236,12899055554.0,0,0.0,2130.4985045718254,91.0974101176073,1313.2547995093787,90.66989563994915,0.2048432402521429,2.3063391451085327,0,0,0,0,0,1,1,1
2167,1,-15.62,42.525,4,206,-18.8392,42.2848,10,113,66416,18823351.0,0,0.0,0,0.0,5093.687117185508,88.48518837851448,4737.902070885083,88.51131596600767,1.4391219726402633,1.5619261382258147,0,0,0,1,0,0,0,0
2168,1,-16.0525,41.0175,1,0,-18.225,38.985,6,265,3314315,970481888.0,509436,134153766.0,0,0.0,5251.480951617496,88.4922919937379,5090.256531561088,88.49290810506773,0.7078037154981587,0.9739749741189474,0,0,0,1,0,0,1,1
2169,1,-15.2385,140.665,3,278,-16.7838,148.866,10,114,13791,997958779.0,0,0.0,0,0.0,312.2859216840471,90.3665168037623,1025.9945478799739,91.37383896892769,0.8502057996614759,0.9732917523209702,0,0,0,0,1,0,0,0
2170,2,-17.0711,176.957,18,95,-28.8613,200.541,34,127,17200,112433086.0,0,0.0,0,0.0,4036.271324795351,91.44850092703717,6357.019189703866,91.34620071747685,0.09058104053829198,22.886471623496806,0,0,0,0,1,0,0,0
2171,2,-13.6775,74.1478,12,256,-15.4422,62.0197,7,246,11302967,3282295042.0,4830505,1191215959.0,248593,97780151.0,1698.6199693439842,88.47436315249111,2661.299302541041,88.44009285302933,6.466027749702673,2.5545890201772163,0,0,0,1,0,0,1,1
2172,2,-12.5853,55.895,13,293,-15.715,45.2735,7,270,1367090,496371049.0,287102,99032041.0,0,0.0,3678.1545826880106,91.55950368096948,4448.500808530524,88.44226796747274,2.238959212269174,0.21801610063479265,0,0,0,1,0,0,0,0
2173,3,-16.9726,112.479,14,136,-18.5278,115.108,1,204,12260,777333267.0,1700,180920577.0,87,15421407.0,2465.3238420577272,91.39578059447582,3022.0515247222606,91.45260044499311,4.545001315634686,1.8734991285615803,0,0,0,1,0,0,0,0
2174,3,9.64376,115.451,3,251,9.44214,112.708,2,274,4688085,50829900662.0,0,0.0,0,0.0,2468.6901010008546,88.56812402199617,2086.5236442718237,88.76842216042175,0.22800912687214925,0.5491487877734058,0,0,0,0,0,1,1,1
2175,4,-15.5975,166.296,6,113,-32.7872,187.476,19,121,4195,6468341.0,0,0.0,0,0.0,2894.7852380339477,91.45453160549178,5103.041733240181,91.21437382073901,0.3790091544224242,10.157608651084061,0,0,0,0,1,0,0,0
2176,5,9.06255,-98.4,6,280,12.745,-106.115,11,292,994975,18424135875.0,0,0.0,0,0.0,947.0408991149474,89.00213613866137,1125.0302135776358,88.93023750984972,6.833863118206935,3.938476388079153,1,0,0,0,0,0,0,0
2178,6,6.50252,150.113,10,323,9.5337,141.702,7,268,48360399,5480000000000.0,7432334,807000000000.0,0,0.0,1500.0357109817242,91.09670648370516,1345.092556628509,91.04003525753625,0.8152398073941127,1.1893873117588762,0,0,0,0,0,1,1,1
2179,6,8.94261,-91.9174,9,302,16.5,-97.9,14,304,5968518,102000000000.0,1472884,24335105337.0,0,0.0,525.0018062339832,89.821691709421,176.85362505581534,89.32097907018647,5.036347070490676,0.0,1,0,0,0,0,0,1,1
2180,6,19.1638,112.06,2,328,19.4325,114.416,8,62,19107152,3970000000000.0,0,0.0,0,0.0,2833.2195074826986,91.32840180094007,1783.089059074583,91.35788712051487,1.1112920601070633,2.4173918363957863,0,0,0,0,0,1,1,1
2182,6,11.2502,134.779,9,293,17.2111,125.483,13,299,35320889,925000000000.0,0,0.0,0,0.0,374.26591598216,88.88748345045308,594.8442803183585,91.32798434020559,3.1586204669217537,2.958869011636202,0,0,0,0,0,1,1,1
2183,7,18.8975,143.93,4,25,24.4884,135.343,16,296,96239,11153099795.0,8300,1023603774.0,0,0.0,908.1381390663037,89.22013633065872,978.8159145879548,89.5254168716929,1.6576196128671965,4.129137538048956,0,0,0,0,0,1,0,0
2184,7,10.5542,130.41,13,287,18.285,125.114,6,331,3886759,92200633534.0,0,0.0,0,0.0,847.1667346779028,88.71877651139907,663.7494717023383,91.17562229442132,4.306265553681627,2.778727175799198,0,0,0,0,0,1,1,1
2185,7,24.9764,148.463,6,318,25.3894,145.29,4,270,47117990,1010000000000.0,372672,6080124847.0,0,0.0,1671.9885950281193,89.2853021106275,1766.6107343597007,89.0142586916278,5.54974637061523,3.268236865212801,0,0,0,0,0,1,1,1
2187,8,22.7785,145.945,7,284,25.0899,133.595,13,291,48646952,1140000000000.0,3517842,68070169323.0,0,0.0,1338.154186494785,89.3212225550313,963.0977850783778,89.71706466894172,2.461197987986329,2.4175030389399756,0,0,0,0,0,1,1,1
2188,8,23.8883,161.977,3,137,25.4912,162.454,8,2,3805,18101732.0,452,1581385.0,0,0.0,2777.3669549042575,88.86115539842743,3399.0340199547436,88.72539398123901,6.512048635707585,7.444895522424808,0,0,0,0,0,1,0,0
2189,8,21.1088,125.829,7,189,17.7719,124.708,3,25,13502073,273000000000.0,0,0.0,0,0.0,1542.9457486610856,90.9660186774976,688.3558760379086,91.27280420022156,3.56350948049209,2.2796416190175632,0,0,0,0,0,1,1,1
2190,8,13.5126,141.655,8,39,18.2843,140.602,4,298,3445031,109000000000.0,0,0.0,0,0.0,416.0264972108283,88.62093148052045,1058.353434018794,88.67380375005828,2.964127663480761,4.841864766415916,0,0,0,0,0,1,1,1
2193,9,8.71625,134.754,1,309,13.8819,130.351,7,316,1943452,225000000000.0,1163089,101000000000.0,12288,2373137894.0,551.7933972198863,89.34433135146458,213.9882197353804,89.72384358448409,0.6249078563732419,5.10257250613894,0,0,0,0,0,1,0,0
2194,9,14.5954,139.962,15,251,12.1644,130.112,4,195,60367657,7040000000000.0,21279443,2360000000000.0,1087375,92831096148.0,295.2366721855706,89.14627566883848,394.3574821902466,89.78681792248119,4.512052082911388,4.377966663818369,0,0,0,0,0,1,1,1
2195,9,13.1825,112.475,5,60,17.0362,115.032,2,152,116742,1050175316.0,0,0.0,0,0.0,2751.7250130472235,91.55494412850143,1697.0054086824414,91.4972463681907,2.5455157556033705,2.322182155119838,0,0,0,0,0,1,0,0
2197,10,13.8504,-112.582,11,275,19.8976,-113.45,16,24,156111,4550954978.0,3601,194559523.0,0,0.0,2325.1053070657413,91.56894534293714,1759.7335633506918,91.44725522488359,4.875100729505084,1.9543881839107604,1,0,0,0,0,0,0,0
2198,10,6.64656,134.319,13,293,10.2363,125.733,16,309,4780150,123000000000.0,189453,4154101081.0,0,0.0,764.1128674859782,89.4740083071596,813.0134948566533,89.25615285136045,0.29783548027895507,0.08127751482588073,0,0,0,0,0,1,1,1
2200,10,10.9175,86.9575,5,216,8.72375,82.6379,3,68,65495759,323000000000.0,14976832,63651521992.0,0,0.0,272.2220745666199,91.00630079386701,732.2826523406592,90.18578504312966,5.266545380777042,1.2977719227217908,0,1,0,0,0,0,1,1
2201,11,3.50001,157.243,4,288,4.83686,153.684,12,276,26456823,241000000000.0,9720071,98903516246.0,4043552,42668184111.0,2352.862901678431,91.12389344702602,2749.0280641431154,91.11974088944744,2.2663588463164865,0.44351706789367096,0,0,0,0,0,1,1,1
2202,12,-14.5502,180.702,11,108,-13.8688,188.622,1,317,77470,0.0,0,0.0,0,0.0,4441.725371752019,91.52047272591514,5287.978123420364,88.45024332835682,1.7451371327460188,8.918142087884071,0,0,0,0,1,0,0,0
2203,12,8.4002,133.237,11,275,11.0148,121.349,13,268,6924696,67496790337.0,0,0.0,0,0.0,689.9485645913159,89.18545456301568,1151.6600214795428,88.89861216392312,1.5095220074212419,0.12524156147222365,0,0,0,0,0,1,1,1
2204,12,-8.00007,70.7476,8,240,-10.1862,61.9673,12,290,884291,0.0,0,0.0,0,0.0,2153.005885923953,91.31614469253009,2748.8760140640647,91.37302695320807,1.3895388448132666,5.267858415705666,0,0,0,1,0,0,0,0
2205,12,-7.76265,164.488,9,229,-12.4791,159.768,3,191,18302,1241310770.0,0,0.0,0,0.0,2769.3934734366394,88.61658491099678,2210.17007901133,88.54793589165364,1.673920076842684,0.9067909915972947,0,0,0,0,1,0,0,0
2206,1,4.55608,140.051,21,275,8.60672,118.727,16,266,420856,2297126756.0,0,0.0,0,0.0,916.2080287455904,90.25815190747339,1527.681905894073,88.96645085379879,3.5796151198581407,0.5472950243552365,0,0,0,0,0,1,0,0
2207,1,-14.7924,138.27,16,162,-16.7756,135.459,8,79,192413,16543303412.0,0,0.0,0,0.0,283.3864080966848,89.47594516711551,467.9374432783921,88.86838289963939,1.3885770750246547,0.0,0,0,0,0,1,0,0,0
2208,1,-12.2151,67.1473,6,288,-13.1811,59.85,9,270,186969,52295488.0,0,0.0,0,0.0,2462.7634086932476,91.53759725993076,2916.922859386887,91.49719062858577,6.892186541129379,3.075972692087496,0,0,0,1,0,0,0,0
2209,2,-20.1775,41.71,4,242,-16.945,39.7662,7,119,3460580,1051610552.0,1405682,419600688.0,0,0.0,5159.845920900008,88.57789346748551,5020.734347628046,88.46684786181045,2.1177280458833714,0.297908886555942,0,0,0,1,0,0,1,1
2210,2,-13.1891,125.239,13,256,-16.681,118.12,4,172,19210,1142090118.0,990,154798635.0,0,0.0,3831.3608675207392,91.56456798711052,3343.287628061888,91.52257590142942,0.8376079079008264,1.1674989561023144,0,0,0,1,0,0,0,0
2211,5,4.42254,93.35,5,79,10.2963,87.0962,6,316,16723681,57057316264.0,1350311,2994879631.0,0,0.0,1261.7728316422795,90.82675410968925,831.7062633356403,90.82853784779104,2.0416411277413644,5.1720468109815085,0,1,0,0,0,0,1,1
2213,6,12.1601,127.791,7,310,20.4231,125.825,11,348,44472,4982047655.0,0,0.0,0,0.0,1097.2926112651915,88.49054723001959,708.6435446489093,90.84041720953401,2.221858212125373,3.6932886699487812,0,0,0,0,0,1,0,0
2214,6,15.1884,117.066,7,38,19.1437,109.464,11,269,2670360,53435272612.0,0,0.0,0,0.0,2258.486594616841,91.45558385322872,2295.735584044757,91.41915877533056,2.7855336381041895,0.0,0,0,0,0,0,1,1,1
